id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
965287396899282944,2018-02-18 18:10:24,0,0,0,0.25,0.031746031746031744,0,"Beskorowany has been replaced by Forshaw, possible injury there",[],1
965283118549733376,2018-02-18 17:53:24,0,2,0,0.25,0.03529411764705882,0,"Quite a packed house here at Murrayfield, perhaps sparked by that win against Belfast",[],1
965278854733590529,2018-02-18 17:36:27,0,0,0,0.25,0.11666666666666667,0,STAT: Cardiff's PP is the best ranked in the league at 28.5%,[],1
965277528444334081,2018-02-18 17:31:11,3,0,0,0.25,0.16216216216216217,0,RT @edcapitals: And Forshall dresses tonight. 👍 https://t.co/YLPX9IVKFq,['https://t.co/YLPX9IVKFq'],1
965276761197105153,2018-02-18 17:28:08,0,1,0,0.25,0.1506849315068493,0,Teams warming up while I listen to the @NHLFlyers https://t.co/z0MwXIEZfs,['https://t.co/z0MwXIEZfs'],1
965275262597369856,2018-02-18 17:22:11,1,0,0,0.25,0.05714285714285714,0,"RT @edcapitals: Your line up tonight will see Banashkov, Ireland, Boyd and King miss out through injury. Grigors dresses tonight. ❤🦁❤",[],1
965133710734561286,2018-02-18 07:59:42,1,3,0,0.25,0.09615384615384616,0,What a big away win for them https://t.co/zKNjd84aPK,['https://t.co/zKNjd84aPK'],1
964872623908847621,2018-02-17 14:42:14,0,2,0,0.25,0.041666666666666664,0,@Matt_Journalist I wonder why those cameramen get to call the game? 🤔,[],1
964861085269577729,2018-02-17 13:56:23,0,0,0,0.25,0.07142857142857142,0,Did...did Mike Milbury just compare Kovalchuck to Ovechkin? That's just obscene 😡,[],1
964406417393254400,2018-02-16 07:49:42,16,0,0,0.25,0.056338028169014086,0,"RT @StephaliciousD: If you're a woman who loves hockey and wants to connect with other women who love hockey, come hang out with @BroadStHo…",[],1
964087756115804160,2018-02-15 10:43:27,1,1,0,0.25,0.08860759493670886,0,"UK Hockey twitter, who do you think the most dominant EIHL player is right now?",[],1
964083540718743552,2018-02-15 10:26:42,2,1,0,0.25,0.07368421052631578,1,"It was a pleasure to be on @FreshAirSport yesterday, thank you for having me on! @FreshAirRadio",[],1
963102521094037508,2018-02-12 17:28:29,1,1,0,0.25,0.09230769230769231,2,"Lo and behold! An article about the NHL!

https://t.co/uug0rzkjCu",['https://t.co/uug0rzkjCu'],1
962820707423006720,2018-02-11 22:48:39,1,1,0,0.25,0.11904761904761904,0,"Caps lose to Fife

https://t.co/ow9y0RlKgH",['https://t.co/ow9y0RlKgH'],1
962820626963714048,2018-02-11 22:48:20,2,0,0,0.25,0.09243697478991597,0,RT @TheStudentSport: .@DrewMeyerHockey was at the @edcapitals game tonight here’s the report: https://t.co/zNllmXM11i,['https://t.co/zNllmXM11i'],1
962785652306825218,2018-02-11 20:29:21,0,1,0,0.25,0.05555555555555555,0,D'Orazio's powerplay goal waived off,[],1
962779148539301890,2018-02-11 20:03:31,0,0,0,0.25,0.027777777777777776,0,"This isn't the first time Danick Gauthier has been the giver of a questionable hit, real dirty player, he is",[],1
962706477948522496,2018-02-11 15:14:45,1,1,0,0.25,0.07462686567164178,0,Well this is interesting for the first line https://t.co/jjnTfJqMbR,['https://t.co/jjnTfJqMbR'],1
962651613222637568,2018-02-11 11:36:44,0,0,0,0.25,0.14285714285714285,0,The....Flyers?,[],1
961006396211855361,2018-02-06 22:39:14,0,7,0,0.25,0.06382978723404255,0,"@Matt_Journalist @geoffschwartz That is absolutely fantastic, Doug has won me over and my god this team is so easy… https://t.co/IUeC1WT95c",['https://t.co/IUeC1WT95c'],1
960456012208754688,2018-02-05 10:12:12,34,0,0,0.25,0.13380281690140844,0,RT @officialEIHL: Details of the format for the 2018 Elite League Playoffs have been confirmed: https://t.co/qXHmhPNkhW https://t.co/QB6BnS…,"['https://t.co/qXHmhPNkhW', 'https://t.co/QB6BnS\xe2\x80\xa6']",1
960353384447598593,2018-02-05 03:24:24,45434,0,0,0.25,0.34615384615384615,1,"RT @Eagles: WE DID IT, PHILLY!

#SBLII | #FlyEaglesFly https://t.co/rxcgUQnF2n",['https://t.co/rxcgUQnF2n'],1
960348496770584576,2018-02-05 03:04:58,1,1,0,0.25,0.8636363636363636,0,BRANDON GRAHAM YOU GOD,[],1
960327468279312384,2018-02-05 01:41:25,8,0,0,0.25,0.2,0,RT @StephaliciousD: Folks. https://t.co/yUTmn7lGIM,['https://t.co/yUTmn7lGIM'],1
959891277927075840,2018-02-03 20:48:09,0,1,0,0.25,0.075,0,@StephaliciousD Nolan is a god among men,[],1
959851024835055616,2018-02-03 18:08:12,0,0,0,0.25,0.1,0,Sanheim &gt; Manning,[],1
959387848431501312,2018-02-02 11:27:42,1,1,0,0.25,0.09090909090909091,0,"Ahhh, Wing Bowl Day, a fantastic Philadelphia tradition",[],1
959220715512848385,2018-02-02 00:23:34,0,1,0,0.25,0.05,0,Mr. Lyon please don't scare me like that,[],1
959123288592207873,2018-02-01 17:56:26,0,0,0,0.25,0.07042253521126761,0,@PremLeaguePanel could maybe benefit from a Tammy Abraham type of move?,[],1
959121798481743873,2018-02-01 17:50:31,0,2,0,0.25,0.058823529411764705,0,"@PremLeaguePanel I don't think Solanke is as bad as some people think, just needs to grow into the Premier League a bit",[],1
957991788521971719,2018-01-29 15:00:15,0,1,0,0.25,0.07092198581560284,0,"I'd shift Vorobyev onto PP1 as well and have him as a net front presence along with Cazzola as the main playmaker,… https://t.co/IQgMsqPBjs",['https://t.co/IQgMsqPBjs'],1
957991237608460293,2018-01-29 14:58:04,1,1,0,0.25,0.06338028169014084,0,"My ideal Capitals line combinations (given everyone is healthy):

Banashkov - Podzins - Cazzola
Vorobyev - Anderson… https://t.co/zaHVksa51s",['https://t.co/zaHVksa51s'],1
957982418933370881,2018-01-29 14:23:01,0,0,0,0.25,0.12307692307692308,0,"@RobMcGregor35 Especially in a smaller league like the EIHL, yeah",[],1
957980905238335489,2018-01-29 14:17:00,0,0,0,0.25,0.05172413793103448,0,@RobMcGregor35 also if they believe in advanced stats 😂,[],1
957978785080586243,2018-01-29 14:08:35,0,0,0,0.25,0.07042253521126761,0,"@RobMcGregor35 I'm a bit skeptical of PDO cause what it really measures is luck based on how hot a goalie is, and g… https://t.co/qlitmAqKWw",['https://t.co/qlitmAqKWw'],1
957977291824533504,2018-01-29 14:02:39,0,0,0,0.25,0.09154929577464789,0,"@RobMcGregor35 @officialEIHL That's why it's so difficult to write about talent evaluation in the EIHL sometimes, y… https://t.co/O0nz8zxw5x",['https://t.co/O0nz8zxw5x'],1
957975652505980929,2018-01-29 13:56:08,1,0,0,0.25,0.09401709401709402,0,If @officialEIHL had Corsi stats available it wouldn't surprise me at all if Sergei Banashkov led the Capitals in CF%,[],1
957721416396308480,2018-01-28 21:05:53,1,3,0,0.25,0.1206896551724138,0,"They just didn't have it tonight 

https://t.co/z0UU26MEBT",['https://t.co/z0UU26MEBT'],1
957706766023786496,2018-01-28 20:07:41,0,1,0,0.25,0.029411764705882353,0,"To their credit the Caps have crawled back in this game, but they are just no match for Dundee's speed",[],1
957695790302023680,2018-01-28 19:24:04,0,1,0,0.25,0.07692307692307693,0,"Hey NHL Mascot people, can someone please explain to me what the @DallasStars mascot is? It's scaring me",[],1
957694557768085506,2018-01-28 19:19:10,0,1,0,0.25,0.018518518518518517,0,"This next pp is crucial for the caps, they need a goal",[],1
957683745892503552,2018-01-28 18:36:12,0,0,0,0.25,0.05555555555555555,0,"The Caps just look deflated tonight, really Really bad",[],1
957678716322279424,2018-01-28 18:16:13,0,1,0,0.25,0.008928571428571428,0,"Vorobyev just straight up avoided finishing through a check 
^the problem when you sign a player who's almost 40",[],1
957677229466669056,2018-01-28 18:10:18,0,1,0,0.25,0.011494252873563218,0,Dundee are playing the 1-3-1 trap and this does not bode well for caps off zone entries,[],1
957674989142069248,2018-01-28 18:01:24,1,1,0,0.25,0.016129032258064516,0,Edinburgh making me feel at home with the fans booing the refs,[],1
957665587567714305,2018-01-28 17:24:03,0,1,0,0.25,0.0761904761904762,0,It's funny how similar Dundee's jerseys look to those NY Rangers outdoor sweaters https://t.co/O78Q0brRf2,['https://t.co/O78Q0brRf2'],1
957663609139679233,2018-01-28 17:16:11,1,3,0,0.25,0.03508771929824561,0,"Calgary Flames have placed Jagr on waivers to terminate his contact so he can play in Europe
@edcapitals get on it",[],1
957661241614438401,2018-01-28 17:06:47,0,0,0,0.25,0.047058823529411764,0,@edcapitals Honestly I wouldn't be upset with Banashkov there instead of Vorobyev too,[],1
957659895960043521,2018-01-28 17:01:26,1,1,0,0.25,0.04225352112676056,0,"Looking at the @edcapitals lineup tonight and it's same as always...just feel they need to shift their lines a bit,… https://t.co/4jBKCN7ecH",['https://t.co/4jBKCN7ecH'],1
957021858318168064,2018-01-26 22:46:06,0,1,0,0.25,0.10638297872340426,0,@StephaliciousD @BILLadelphia1 yes indeed this is the same Jay Rosehill formerly of the hockey team the Flyers. Or… https://t.co/AdD8qpOfXC,['https://t.co/AdD8qpOfXC'],1
956442871409803264,2018-01-25 08:25:25,0,0,0,0.25,0.08955223880597014,0,"@BSH_Radio Theoretically, when should that Frost character be here?",[],1
956194725148741634,2018-01-24 15:59:22,0,0,0,0.25,0.08450704225352113,0,"@StephaliciousD Of course we want the team playing well but seeing Travis would be best, unfortunate it's not happe… https://t.co/KReTdNLJCM",['https://t.co/KReTdNLJCM'],1
956194424698081280,2018-01-24 15:58:10,0,1,0,0.25,0.03225806451612903,0,Attention ladies and gentlemen the hockey team the Flyers are third in the metro. That is all,[],1
955796799033364480,2018-01-23 13:38:09,0,0,0,0.25,0.1388888888888889,0,👀👀👀 https://t.co/FZD2DshlWi,['https://t.co/FZD2DshlWi'],1
955494095014768640,2018-01-22 17:35:19,0,1,0,0.25,0.07692307692307693,0,@Matt_Journalist Disclaimer: not myself,[],1
955493990320758784,2018-01-22 17:34:54,0,0,0,0.25,0.05102040816326531,0,@Matt_Journalist The only negative is that if the #Eagles win Philly fans may set the city on fire,[],1
955326882068750336,2018-01-22 06:30:52,0,2,0,0.25,0.17307692307692307,0,Bring it on @Matt_Journalist https://t.co/vaCXNJSfhB,['https://t.co/vaCXNJSfhB'],1
955187696472940556,2018-01-21 21:17:48,1,1,0,0.25,0.09523809523809523,0,"Caps didn't look very good tonight ...

https://t.co/qHAu8UICec",['https://t.co/qHAu8UICec'],1
955187573164593155,2018-01-21 21:17:18,2,0,0,0.25,0.13333333333333333,0,RT @TheStudentSport: .@DrewMeyerHockey was at the #EIHL @edcapitals game tonight. His take here: https://t.co/40kUn7QVrp,['https://t.co/40kUn7QVrp'],1
955154668476338178,2018-01-21 19:06:33,0,1,0,0.25,0.0,0,3-1 now,[],1
955153968560295938,2018-01-21 19:03:46,0,0,0,0.25,0.043478260869565216,0,"Surprisingly soft goal let in by Beskorowany there, 1-2 Sheffield now",[],1
955151906405584896,2018-01-21 18:55:35,0,1,0,0.25,0.020833333333333332,0,"That goal was coming for a while, caps need to be better, Sheffield getting all the chances here",[],1
955151224386588673,2018-01-21 18:52:52,1,1,0,0.25,0.05263157894736842,0,Beskorowany for mvp,[],1
955150600941064192,2018-01-21 18:50:23,0,0,0,0.25,0.11382113821138211,1,"@StephaliciousD @BroadStHockey go Capitals! But not the bad Tom Wilson having ones, the @edcapitals https://t.co/fB1C7oGkXB",['https://t.co/fB1C7oGkXB'],1
955149637442293760,2018-01-21 18:46:34,3,0,0,0.25,0.12280701754385964,0,"RT @BroadStHockey: A great pass by Filppula, and an even better shot by Raffl.

1-0 Flyers https://t.co/kLkBTosWB8",['https://t.co/kLkBTosWB8'],1
955142793621622784,2018-01-21 18:19:22,1,1,0,0.25,0.023809523809523808,0,Refs really letting them play tonight much to the annoyance of the Capitals faithful,[],1
955141769812901891,2018-01-21 18:15:18,2,1,0,0.25,0.08333333333333333,0,Beskorowany is the reason this game is still 1-0 https://t.co/xt0UL1ZrSZ,['https://t.co/xt0UL1ZrSZ'],1
955141596940591104,2018-01-21 18:14:37,0,1,0,0.25,0.04918032786885246,0,"Podzins and Moisio out with Robertson now, that's interesting",[],1
955132858225643520,2018-01-21 17:39:53,121,0,0,0.25,0.32142857142857145,0,RT @NHLFlyers: #LetsGoFlyers,[],1
955132833059794944,2018-01-21 17:39:47,2,1,0,0.25,0.0297029702970297,0,The Sheffield goalie plays stand-up style which took me by surprise cause I haven't seen that in ages,[],1
954785403403415554,2018-01-20 18:39:13,1,1,0,0.25,0.10526315789473684,0,Couturier for Selke,[],1
952983937676120065,2018-01-15 19:20:50,0,2,0,0.25,0.05714285714285714,0,"@tamso1970 @ScottishJenbel @edcapitals @Mcr_Storm It's been amended
I've said Dundee because as a student I can only cover home matches 🏒",[],1
952874105174413313,2018-01-15 12:04:24,0,1,0,0.25,0.061855670103092786,0,"@tamso1970 @ScottishJenbel @edcapitals @Mcr_Storm Yes it was indeed to Dundee, this will be fixed",[],1
952834236028989440,2018-01-15 09:25:59,9,0,0,0.25,0.08450704225352113,0,RT @officialEIHL: Details of which teams will qualify for which European competitions in 2018/19 have been added to the EIHL website: https…,[],1
952833911423426561,2018-01-15 09:24:41,2,2,0,0.25,0.08791208791208792,1,". @edcapitals win in thriller over @Mcr_Storm 
Read my recap here!

https://t.co/zljWWqsRFB",['https://t.co/zljWWqsRFB'],1
952827944900218880,2018-01-15 09:00:59,3,6,0,0.25,0.07865168539325842,0,"@edcapitals snap losing streak, win in thriller over @Mcr_Storm 

https://t.co/zljWWqsRFB",['https://t.co/zljWWqsRFB'],1
952800825545580544,2018-01-15 07:13:13,7,0,0,0.25,0.03676470588235294,0,RT @m_dorazio51: Thank you for all the kind messages. A great win for @edcapitals ... full team game. Fans were outstanding. #monthecaps,[],1
952637311023566854,2018-01-14 20:23:28,0,1,0,0.25,0.0,0,@melster1000 😂,[],1
952636779999432704,2018-01-14 20:21:22,1,2,0,0.25,0.056338028169014086,0,Was wrong about Podzins. I'd say he's abover average with a keen ability to find scoring areas and stick himself th… https://t.co/nodAwKO7QQ,['https://t.co/nodAwKO7QQ'],1
952636358698381312,2018-01-14 20:19:41,0,2,0,0.25,0.06521739130434782,0,He has now won me over https://t.co/jI0mmvyO5i,['https://t.co/jI0mmvyO5i'],1
952632875656122369,2018-01-14 20:05:51,1,1,0,0.25,0.046511627906976744,0,No way that's a major and misconduct from Grigors. I've seen bigger hits in Juniors...,[],1
952632246246273024,2018-01-14 20:03:21,0,1,0,0.25,0.1,0,New look line of Banahkov-Podzins-Moisio,[],1
952622494908846080,2018-01-14 19:24:36,0,0,0,0.25,0.02531645569620253,0,It's entertaining when Vorobyev decides to use his size advantage in his favour,[],1
952618049575751680,2018-01-14 19:06:56,1,3,0,0.25,0.036585365853658534,0,"Podzins scores on the powerplay to give Caps the lead...
Maybe he reads my tweets?",[],1
952615021988720640,2018-01-14 18:54:54,1,2,0,0.25,0.034482758620689655,0,Can...can someone explain to me how the Jaguars have put up 20 points unanswered against the Steelers in Pittsburgh?,[],1
952614411377762305,2018-01-14 18:52:29,1,3,0,0.25,0.03278688524590164,0,"Beskorowany:
A sizeable improvement over Shegalo. It's so apparent in his overall control of the net and his poise in goal",[],1
952614151603539968,2018-01-14 18:51:27,0,0,0,0.25,0.07042253521126761,0,"First impressions of Podzins and Moisio:
Passable, but I'm certainly not giving Podzins the role of first line Cent… https://t.co/vizEU86omD",['https://t.co/vizEU86omD'],1
952606785499779073,2018-01-14 18:22:10,0,1,0,0.25,0.03529411764705882,0,"Vorobyev-Cazzola-Banashkov would be a killer line, just combined for a goal actually.",[],1
952586402734190593,2018-01-14 17:01:11,2,0,0,0.25,0.19760479041916168,1,"RT @officialEIHL: 1️⃣ HOUR TILL FACE OFF!
🏆EIHL
🏒 Edinburgh Capitals 🆚 Manchester Storm
🕰 6pm
📍Murrayfield
🎟 https://t.co/qryqDD8Et2
🖥 http…",['https://t.co/qryqDD8Et2'],1
952586376708489216,2018-01-14 17:01:05,1,2,0,0.25,0.0641025641025641,1,Back at Murrayfield for another game! This time @edcapitals against @Mcr_Storm,[],1
952268827764674560,2018-01-13 19:59:15,1,2,0,0.25,0.4473684210526316,0,LETS GO EAGLES https://t.co/QmHInJAtwz,['https://t.co/QmHInJAtwz'],1
951064340907601920,2018-01-10 12:13:03,0,3,0,0.25,0.06557377049180328,0,Excited cause @RaleighRitchie just came on the radio at Bryon,[],1
950372304034451456,2018-01-08 14:23:09,0,1,0,0.25,0.08653846153846154,0,I'm more than prepared to jump on the @GoldenKnights bandwagon come playoff time https://t.co/eyHBUiIShQ,['https://t.co/eyHBUiIShQ'],1
949705439628886017,2018-01-06 18:13:16,1,0,0,0.25,0.4090909090909091,0,RT @BILLadelphia1: MVP,[],1
949705380724166657,2018-01-06 18:13:02,0,1,0,0.25,0.07317073170731707,0,@StephaliciousD Tyrell is too good for us,[],1
949090934062571521,2018-01-05 01:31:26,0,0,0,0.25,0.0851063829787234,0,@StephaliciousD how good did that TK goal feel?,[],1
949089216453120000,2018-01-05 01:24:37,0,0,0,0.25,0.06140350877192982,1,@edcapitals fans! Only a few more days until I'm back in the UK from break to cover the team with @TheStudentSport,[],1
949088936814694400,2018-01-05 01:23:30,4,0,0,0.25,0.05813953488372093,0,RT @BroadStHockey: *trying to catch breath because of all of these goals being scored*,[],1
949087506565402624,2018-01-05 01:17:49,0,0,0,0.25,0.025210084033613446,0,@charlieo_conn You know the thing Nolan does where he no look passes for an assist? Yeah let's have more of that please,[],1
948349222528671746,2018-01-03 00:24:08,0,1,0,0.25,0.0380952380952381,0,You can't pass the puck to a player on your team when an opponent is right in front of them Mr. MacDonald,[],1
948270501767647232,2018-01-02 19:11:20,5,0,0,0.25,0.08620689655172414,0,RT @edcapitals: Your Edinburgh Capitals line up for this evening's game vs Guildford Flames. https://t.co/cfaaNj6PF4,['https://t.co/cfaaNj6PF4'],1
947174551460438017,2017-12-30 18:36:25,10,0,0,0.25,0.1267605633802817,0,RT @edcapitals: Tomorrow it's HOGMANAY HOCKEY and the traditional end to the year for hockey fans. Come and cheer on the team including rec…,[],1
946947772049186818,2017-12-30 03:35:16,0,1,0,0.25,0.125,0,What even Flyers,[],1
946718275743907840,2017-12-29 12:23:20,28,0,0,0.25,0.06382978723404255,0,RT @edcapitals: Edinburgh Capitals have signed 25 year old Finnish forward Patrik Moisio and he will make his debut against Belfast Giants…,[],1
946559141895688192,2017-12-29 01:51:00,0,1,0,0.25,0.16666666666666666,0,Fire Hakstol,[],1
944605726093266945,2017-12-23 16:28:49,0,5,0,0.25,0.1875,1,4 lines! https://t.co/GNZmtOfTD5,['https://t.co/GNZmtOfTD5'],1
943966104073981953,2017-12-21 22:07:11,39,0,0,0.25,0.09859154929577464,0,"RT @edcapitals: Edinburgh Capitals have signed Canadian Netminder Tyler Beskorowany. Tyler is a former Dallas Stars draft pick, AHL starter…",[],1
943069602543755264,2017-12-19 10:44:49,1,1,0,0.25,0.09219858156028368,0,11 points in 81 games played in the KHL....I understand that the KHL is a quality league (2nd only to the NHL) but… https://t.co/Kv8Yr2Hiw0,['https://t.co/Kv8Yr2Hiw0'],1
942876680816906243,2017-12-18 21:58:13,1,1,0,0.25,0.07142857142857142,0,"While shocking, not surprising. Their style of play never really changed despite the consistent losing https://t.co/IHfSEAXpA7",['https://t.co/IHfSEAXpA7'],1
942805562386997249,2017-12-18 17:15:37,0,0,0,0.25,0.0410958904109589,0,"Instead, try somebody fun and not boring like PK or literally anyone else",[],1
942805440706105344,2017-12-18 17:15:08,2,1,0,0.25,0.11764705882352941,0,Dear NHL please stop marketing Patrick Kane thanks.,[],1
941971935185063936,2017-12-16 10:03:04,1,4,0,0.25,0.034482758620689655,0,There's no way Branden Schenn is that good. I just can't see him as a top 10 point producer...please let me be right,[],1
941462999499526144,2017-12-15 00:20:45,1,4,0,0.25,0.36363636363636365,0,@StephaliciousD TRAVIS,[],1
940852487082397696,2017-12-13 07:54:47,1,3,0,0.25,0.09333333333333334,0,Statement from the @edcapitals regarding the season https://t.co/pLRbbS2LEV,['https://t.co/pLRbbS2LEV'],1
940677749697662976,2017-12-12 20:20:27,0,0,0,0.25,0.23076923076923078,0,@TheHockeyNews @RyanLMeyer,[],1
940677206078054400,2017-12-12 20:18:17,0,0,0,0.25,0.13157894736842105,0,@TheHockeyNews Eric Lindros hands down,[],1
940277615671365632,2017-12-11 17:50:27,0,1,0,0.25,0.4264705882352941,0,@StephaliciousD DONT SCARE ME LIKE THIS BILL https://t.co/qqLPqE1Ykq,['https://t.co/qqLPqE1Ykq'],1
940263077488070657,2017-12-11 16:52:41,0,1,0,0.25,0.12903225806451613,0,@StephaliciousD Steph I'm angry,[],1
940253653755101186,2017-12-11 16:15:14,2,2,0,0.25,0.11764705882352941,0,"https://t.co/YzDZKPjeyd

Capitals drop 4th straight",['https://t.co/YzDZKPjeyd'],1
940016910703489025,2017-12-11 00:34:30,0,1,0,0.25,0.10810810810810811,0,"@CapsPodcast As I cover the team, yes",[],1
939965861087105025,2017-12-10 21:11:39,0,1,0,0.25,0.08333333333333333,0,@JohnBarchard The Browns may actually win a game,[],1
939964228731011072,2017-12-10 21:05:10,1,8,0,0.25,0.04929577464788732,0,I honestly have no idea why the referees were so quick to tie up Kolesnikovs after that hit on Vorobyev. Let the ma… https://t.co/k20uBT0M11,['https://t.co/k20uBT0M11'],1
939961896026992640,2017-12-10 20:55:54,0,0,0,0.25,0.01020408163265306,0,"@covblazehockey have the majority of the control now, let's hope the Capitals can turn that around",[],1
939954903413415937,2017-12-10 20:28:07,3,0,0,0.25,0.09090909090909091,0,RT @edcapitals: End of second 2-2,[],1
939949077902569472,2017-12-10 20:04:58,2,2,0,0.25,0.058823529411764705,0,Blatant high stick on Plews missed,[],1
939921899513155584,2017-12-10 18:16:58,1,1,0,0.25,0.13953488372093023,0,No D'Orazio tonight https://t.co/1xbodBHrKz,['https://t.co/1xbodBHrKz'],1
939895102402650112,2017-12-10 16:30:29,0,1,0,0.25,0.05825242718446602,0,Or at least the best offensive defenceman. No offence to Bobby Orr but I'd take Karlsson in a heartbeat,[],1
939894799162753024,2017-12-10 16:29:17,0,0,0,0.25,0.07092198581560284,1,"@NHLFlyers @Senators ""I know the solution to all of our problems! Let's trade possibly the best defenceman to ever… https://t.co/RsrfjEgDda",['https://t.co/RsrfjEgDda'],1
939894377828225024,2017-12-10 16:27:36,0,0,0,0.25,0.06741573033707865,0,"Sometimes being a @NHLFlyers fan can be frustrating, but at least we aren't the @Senators",[],1
939893269839929344,2017-12-10 16:23:12,131,0,0,0.25,0.0967741935483871,0,RT @ZachBoychuk: Trade Karlsson that’s definitely the answer,[],1
939544310516723712,2017-12-09 17:16:34,0,2,0,0.25,0.05194805194805195,0,@StephaliciousD Please Hexyclaus we've been good boys and girls for 40+ years,[],1
939542799304847366,2017-12-09 17:10:33,0,3,0,0.25,0.0821917808219178,0,@StephaliciousD Maybe Santa will give us more Nolan minutes for Christmas,[],1
939127795753652225,2017-12-08 13:41:29,2,4,0,0.25,0.06451612903225806,0,Having a juniors/university system with a draft to EIHL or other development leagues would really benefit British Ice Hockey,[],1
937797155619733505,2017-12-04 21:33:59,0,0,0,0.25,0.061855670103092786,0,@akeller6702 @charlieo_conn @BroadStBull I guess they just trust Filp more? Not saying it's right,[],1
937795306489569282,2017-12-04 21:26:39,0,4,0,0.25,0.14285714285714285,0,The one and only @zerbanger13 in NHL 13 https://t.co/KxNDfyAutI,['https://t.co/KxNDfyAutI'],1
937770555951984644,2017-12-04 19:48:18,0,0,0,0.25,0.050505050505050504,0,@akeller6702 @charlieo_conn @BroadStBull Doesn't necessarily mean Patrick's ice time is getting cut,[],1
937449094095822849,2017-12-03 22:30:55,1,2,0,0.25,0.07692307692307693,0,"https://t.co/G7dmcMNuz2

Capitals fall to Fife, lose home at home",['https://t.co/G7dmcMNuz2'],1
937415107176534016,2017-12-03 20:15:52,1,1,0,0.25,0.03,0,Caps again been downed by their inability to effectively establish any kind of control in the O-Zone,[],1
937388260342497280,2017-12-03 18:29:11,0,0,0,0.25,0.041666666666666664,0,I was wrong it turns out,[],1
