id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
851924051530592259,2017-04-11 22:24:56,10,27,0,0.43,0.039473684210526314,0,"Breaking: Sean Spicer apologizes for offending 'oversensitive, whiny kikes.'",[],0
851432294111956992,2017-04-10 13:50:52,5,7,0,0.43,0.08163265306122448,0,Steve Bannon wishes Jews 'a happy last Passover.',[],0
851077439736483842,2017-04-09 14:20:48,13,34,0,0.43,0.1320754716981132,0,Breaking: Cast of SNL to be replaced by Alec Baldwin.,[],0
850296941456044032,2017-04-07 10:39:23,10,18,0,0.43,0.03571428571428571,0,Putin prepares pee-pee tape.,[],0
850004749898457089,2017-04-06 15:18:19,5,5,0,0.43,0.045454545454545456,0,Breaking: Devin Nunes steps aside from Russia probe to spend more time with his treason.,[],0
847784377882988547,2017-03-31 12:15:21,3,1,0,0.43,0.045454545454545456,0,Mike Flynn refuses complementary invite to Russian massage parlor.,[],0
847065801198882820,2017-03-29 12:39:59,15,18,0,0.43,0.07317073170731707,0,Trump burns Smokey the Bear at the stake.,[],0
846341329303035905,2017-03-27 12:41:11,6,14,0,0.43,0.02040816326530612,0,Trump promotes dude giving his daughter the dick.,[],0
844540097202663424,2017-03-22 13:23:44,5,11,0,0.43,0.06557377049180328,0,American Health Care Act still polling well among evil fucks.,[],0
844171246745149440,2017-03-21 12:58:03,3,7,0,0.43,0.04,0,Pee-pee tape coming soon.,[],0
842357929424617473,2017-03-16 12:52:35,16,21,0,0.43,0.04081632653061224,0,"Court rules against Trump again, tantrum pending.",[],0
841336509437497346,2017-03-13 17:13:49,3,5,0,0.43,0.13333333333333333,0,Trump appoints Steve King as White Baby Czar.,[],0
841007970037223424,2017-03-12 19:28:19,8,22,0,0.43,0.017857142857142856,0,Trump claims extra hour is hiding with wiretap evidence.,[],0
838491169181040641,2017-03-05 20:47:27,38,49,0,0.43,0.08333333333333333,0,Breaking: Our democracy.,[],0
837304694737420288,2017-03-02 14:12:50,17,22,0,0.43,0.06,0,"Galadriel and Legolas renounce Jeff Sessions, say 'he does not represent the elves of Middle Earth.'",[],0
836559867162816513,2017-02-28 12:53:09,17,32,0,0.43,0.07142857142857142,0,White House couch shredded by Kellyanne Conway's talons.,[],0
834434716782706688,2017-02-22 16:08:34,13,27,0,0.43,0.07042253521126761,0,"Breaking: Sean Spicer calls Anne Frank 'uptight, claustrophobic bitch.'",[],0
834096391228157953,2017-02-21 17:44:11,7,12,0,0.43,0.11627906976744186,0,CPAC to replace Milo with man in white van.,[],0
834050480204607488,2017-02-21 14:41:45,9,6,0,0.43,0.08,0,Roman Polanski to direct Milo Yiannopoulos biopic.,[],0
833514478692077570,2017-02-20 03:11:52,5,11,0,0.43,0.09375,0,Woody Allen tremendous Milo fan.,[],0
833405697853423616,2017-02-19 19:59:36,7,16,0,0.43,0.1111111111111111,0,Trump declares IKEA 'terrorist organization.',[],0
832243377697648641,2017-02-16 15:00:58,6,18,0,0.43,0.011111111111111112,0,"Trump vows to catch 'low-life leakers,' orders 3 well-hydrated crack whores to hotel room.",[],0
831594903901724672,2017-02-14 20:04:10,5,15,0,0.43,0.07692307692307693,0,Putin sends Mike Flynn polonium-laced Valentine's Day chocolates.,[],0
831359528314793986,2017-02-14 04:28:52,21,44,0,0.43,0.06382978723404255,0,"Mike Flynn resigns, reports directly to Russia.",[],0
831145119600537606,2017-02-13 14:16:53,9,5,0,0.43,0.07894736842105263,0,Trump vows to eradicate Grammar Nazis.,[],0
829841624356253697,2017-02-09 23:57:15,50,85,0,0.43,0.045454545454545456,0,Nordstrom replacing Ivanka's line with copies of the Constitution.,[],0
829763117299224578,2017-02-09 18:45:18,12,23,0,0.43,0.05263157894736842,0,Kellyanne Conway plugs Ivanka's new line of hooded robes.,[],0
828239742898683905,2017-02-05 13:51:57,22,32,0,0.43,0.05128205128205128,0,Travel ban still in effect for Melania.,[],0
827528724232957952,2017-02-03 14:46:37,4,11,0,0.43,0.09523809523809523,0,Bowling Green Massacre killing on Twitter.,[],0
827017220572213249,2017-02-02 04:54:05,22,40,0,0.43,0.05405405405405406,0,Trump tells Denmark to 'suck a dick.',[],0
826866936990539778,2017-02-01 18:56:54,19,32,0,0.43,0.03278688524590164,0,"Trump praises 'darkies' for Black History Month, says 'we have the best darkies, no other country has such great darkies.'",[],0
826863225572642823,2017-02-01 18:42:10,17,23,0,0.43,0.10204081632653061,0,President Bannon to authorize White History Year.,[],0
826827603747151875,2017-02-01 16:20:37,6,13,0,0.43,0.11290322580645161,0,"Donald Trump celebrates Black History Month, praises Jim Crow.",[],0
826437130100555777,2017-01-31 14:29:00,26,35,0,0.43,0.06896551724137931,0,Donald Trump fires democracy.,[],0
826076316046876675,2017-01-30 14:35:16,22,37,0,0.43,0.05970149253731343,0,"Donald Trump fetches President Bannon cup of coffee, massages feet.",[],0
825699770459119616,2017-01-29 13:39:00,12,17,0,0.43,0.05714285714285714,0,Steve Bannon issues executive order naming Donald Trump his pet doggy.,[],0
825029401175793664,2017-01-27 17:15:12,15,18,0,0.43,0.044444444444444446,0,Trump closes biggest deal yet with the Devil.,[],0
824661040994545665,2017-01-26 16:51:28,5,6,0,0.43,0.08163265306122448,0,Shia LaBeouf never stops method acting after 'Indiana Jones and the Kingdom of the Crystal Skull.',[],0
824256920001318914,2017-01-25 14:05:38,24,40,0,0.43,0.03278688524590164,0,Donald Trump changes national bird from bald eagle to cuckoo.,[],0
823891978320543744,2017-01-24 13:55:29,35,64,0,0.43,0.09090909090909091,0,Kellyanne Conway nominated for Best Actress.,[],0
823002903573102596,2017-01-22 03:02:37,28,53,0,0.43,0.04081632653061224,0,"Sean Spicer denies Donald Trump is orange, claims media fails to note his beautiful alabaster hue.",[],0
822780664101662720,2017-01-21 12:19:31,8,10,0,0.43,0.058823529411764705,0,Vladimir Putin gets nuclear codes.,[],0
822085454925283328,2017-01-19 14:17:00,11,13,0,0.43,0.018018018018018018,0,Rick Perry prepares for learning how to manage our entire nuclear arsenal by buying new pair of snazzy glasses.,[],0
821002176847876096,2017-01-16 14:32:27,10,19,0,0.43,0.13333333333333333,0,Donald Trump celebrating MLK Day by meeting with David Duke.,[],0
818994397949870080,2017-01-11 01:34:15,38,56,0,0.43,0.015625,0,Orange man who likes to get peed on prepares to shit on country.,[],0
818517695138304000,2017-01-09 18:00:00,12,15,0,0.43,0.046511627906976744,0,Donald Trump says 'apple pie is overrated.',[],0
814497290949890048,2016-12-29 15:44:21,19,39,0,0.43,0.05555555555555555,0,Donald Trump takes credit for all gifts Santa brought.,[],0
813076776251486208,2016-12-25 17:39:44,5,2,0,0.43,0.05263157894736842,0,Donald Trump creates own naughty list.,[],0
810900611382345729,2016-12-19 17:32:26,5,12,0,0.43,0.02857142857142857,0,"Clinton says Trump knows how to get 'angry, white men to vote for him,' Trump says Clinton knows how to get 'fat, white chicks to blow him.'",[],0
810649859619483648,2016-12-19 00:56:02,18,27,0,0.43,0.0847457627118644,0,Donald Trump calls Statue of Liberty 'uptight French twat.',[],0
809406547772264448,2016-12-15 14:35:33,26,31,0,0.43,0.04040404040404041,0,Donald Trump rushed into emergency surgery to remove head of Vladimir Putin's penis from esophagus.,[],0
809070437338587136,2016-12-14 16:19:58,5,9,0,0.43,0.13333333333333333,0,Donald Trump's jowls nominated for SAG Award.,[],0
808703192288657408,2016-12-13 16:00:40,12,13,0,0.43,0.06976744186046512,0,Trump complements Kanye on Kim's 'tittays.',[],0
808672612775841792,2016-12-13 13:59:09,29,42,0,0.43,0.10638297872340426,0,Donald Trump names Satan as Minister of Heaven.,[],0
807571584626163712,2016-12-10 13:04:04,11,12,0,0.43,0.03361344537815126,0,"Donald Trump tries to change topic from foreign government colluding to elect him to ""The Apprentice"" in latest tweets.",[],0
806217516913659904,2016-12-06 19:23:29,41,54,0,0.43,0.047619047619047616,0,"Trump drains wrong swamp, Kermit homeless.",[],0
805817802644918273,2016-12-05 16:55:10,20,28,0,0.43,0.07017543859649122,0,Donald Trump appoints own penis as Secretary of Interior.,[],0
805796121742286852,2016-12-05 15:29:01,8,5,0,0.43,0.09375,0,US Dept. of Housing and Urban Development about to get hammered.,[],0
805442294312828928,2016-12-04 16:03:02,11,8,0,0.43,0.07547169811320754,0,"Donald Trump promises to live-tweet ""Grey's Anatomy.""",[],0
803246405338988544,2016-11-28 14:37:21,19,19,0,0.43,0.06,0,"Donald Trump runs out of lithium, gets on Twitter.",[],0
802906826169683968,2016-11-27 16:07:59,9,20,0,0.43,0.05660377358490566,0,Women demand recount of pussies Donald Trump grabbed.,[],0
801793101744472064,2016-11-24 14:22:26,14,19,0,0.43,0.078125,0,"Donald Trump pardons Turkey for Thanksgiving, Erdoğan ecstatic.",[],0
800752549523587073,2016-11-21 17:27:39,4,4,0,0.43,0.03636363636363636,0,Melania's least favorite recipe for stuffing is Donald.,[],0
800369619655688195,2016-11-20 16:06:02,50,69,0,0.43,0.08823529411764706,0,"Mike Pence goes to 'The Lion King,' Scar gives him standing ovation.",[],0
799634619549315074,2016-11-18 15:25:24,24,34,0,0.43,0.10256410256410256,0,Donald Trump changing name to Jim Crow.,[],0
799333468912123905,2016-11-17 19:28:44,7,18,0,0.43,0.047619047619047616,0,Fake news not so bad.,[],0
799253535351328769,2016-11-17 14:11:06,8,9,0,0.43,0.07142857142857142,0,"Duck Dynasty ending, Trump Dynasty just getting started.",[],0
798184875060699136,2016-11-14 15:24:38,19,33,0,0.43,0.06896551724137931,0,"Steve Bannon denies being anti-Semite, blames 'Jew media.'",[],0
798183275290300416,2016-11-14 15:18:17,16,25,0,0.43,0.13157894736842105,0,Trump names Ann Coulter as Chief Cunt.,[],0
798131625116729344,2016-11-14 11:53:02,10,16,0,0.43,0.125,0,Donald Trump names David Duke as Head of Race Relations.,[],0
796430960359309312,2016-11-09 19:15:12,9,17,0,0.43,0.125,0,Trump names Vladimir Putin as Czar Czar.,[],0
796421021293277184,2016-11-09 18:35:42,37,41,0,0.43,0.08695652173913043,0,Melania Trump preparing to become First Whore.,[],0
796404134584918016,2016-11-09 17:28:36,6,27,0,0.43,0.05555555555555555,0,We had a good run.,[],0
796264236070604800,2016-11-09 08:12:42,68,77,0,0.43,0.05555555555555555,0,Hell freezes over.,[],0
796157518040993793,2016-11-09 01:08:38,9,18,0,0.43,0.06896551724137931,0,Donald Trump sniffling a lot.,[],0
795982930468278273,2016-11-08 13:34:53,22,32,0,0.43,0.01818181818181818,0,Melania braces pussy for night of disgruntled grabbing.,[],0
795255704609243137,2016-11-06 13:25:09,15,11,0,0.43,0.0196078431372549,0,Trump campaign team plans transition to apocalypse.,[],0
794556189124259844,2016-11-04 15:05:32,20,13,0,0.43,0.034482758620689655,0,Melania Trump vows to launch anti-pussy grabbing campaign.,[],0
794189794221948928,2016-11-03 14:49:36,15,16,0,0.43,0.038461538461538464,0,Trump claims he was first one to say Cubs would win.,[],0
793837582727643137,2016-11-02 15:30:03,8,4,0,0.43,0.1111111111111111,0,Lil Wayne changes name to Uncle Tom.,[],0
793103659202646016,2016-10-31 14:53:42,10,11,0,0.43,0.09090909090909091,0,GOP celebrates Halloween bobbing for emails.,[],0
791999077038915585,2016-10-28 13:44:29,12,23,0,0.43,0.0379746835443038,0,"Donald Trump dressing as himself for Halloween, says 'there's nothing scarier.'",[],0
791673480114794496,2016-10-27 16:10:40,8,9,0,0.43,0.04878048780487805,0,Donald Trump's self confidence is rigged.,[],0
790569440924631040,2016-10-24 15:03:37,6,19,0,0.43,0.03076923076923077,0,Melania Trump to release custom line of ice packs for your pussy.,[],0
790022720440393729,2016-10-23 02:51:09,72,82,0,0.43,0.058823529411764705,0,Trump claims Cubs rigged playoffs.,[],0
789105102745374720,2016-10-20 14:04:52,10,9,0,0.43,0.06329113924050633,0,Prince's family thanks Donald Trump for sudden boost in 'Nasty Girl' residuals.,[],0
788716576673525761,2016-10-19 12:21:00,12,16,0,0.43,0.042735042735042736,0,Obama responds to Donald Trump bringing his half-brother to the debate by vowing to leave White House after election.,[],0
788371807619387392,2016-10-18 13:31:00,8,19,0,0.43,0.06,0,Melania Trump addresses rape: 'Boys will be boys.',[],0
788144988823625728,2016-10-17 22:29:43,6,13,0,0.43,0.05333333333333334,0,"If Donald is elected, Melania Trump vows to be best first mail-order whore.",[],0
788025407362719744,2016-10-17 14:34:32,22,28,0,0.43,0.05128205128205128,0,Donald Trump declares moral bankruptcy.,[],0
787670374616006656,2016-10-16 15:03:46,25,40,0,0.43,0.03389830508474576,0,Donald Trump now claiming pussies he grabbed were 'rigged.',[],0
786641729617272832,2016-10-13 18:56:18,22,30,0,0.43,0.11428571428571428,0,Brock Turner endorses Donald Trump.,[],0
786541594228977664,2016-10-13 12:18:23,15,32,0,0.43,0.07547169811320754,0,Donald Trump closing in on Bill Cosby's world record.,[],0
785875031129788416,2016-10-11 16:09:42,16,24,0,0.43,0.1111111111111111,0,Donald Trump fires Republican Party.,[],0
785485870619033601,2016-10-10 14:23:19,6,15,0,0.43,0.05660377358490566,0,Donald Trump ominously lurks over America's shoulder.,[],0
785132058079297537,2016-10-09 14:57:24,13,24,0,0.43,0.05,0,Hillary prepares to grab Donald's balls.,[],0
784586928679165952,2016-10-08 02:51:15,16,23,0,0.43,0.009174311926605505,0,"Trump apologizes, says 'it is morally reprehensible to grab a woman's pussy without forcible foreplay first.'",[],0
784081378392600580,2016-10-06 17:22:22,19,25,0,0.43,0.06666666666666667,0,Insane Clown Posse no longer scariest clowns.,[],0
783319606568054784,2016-10-04 14:55:22,5,7,0,0.43,0.06896551724137931,0,Julian Assange leaks hot air.,[],0
781872276098707456,2016-09-30 15:04:11,8,12,0,0.43,0.05813953488372093,0,Donald Trump claims Melania's sex tapes 'way hotter than that fatty Alicia Machado's.',[],0
781139080340004864,2016-09-28 14:30:44,39,35,0,0.43,0.05,0,"Elon Musk says anyone moving to Mars should be 'prepared to die,' America votes to send Kardashians.",[],0
780782982491738112,2016-09-27 14:55:43,5,1,0,0.43,0.03571428571428571,0,Donald Trump defends denunciation of 'fatty boom batty.',[],0
780491857738526720,2016-09-26 19:38:54,4,10,0,0.43,0.03409090909090909,0,Donald Trump preps for debate yelling at Melania about bloody mess she left in bathroom.,[],0
778931796541136896,2016-09-22 12:19:46,10,14,0,0.43,0.03225806451612903,0,Anthony Weiner pledges to open home for wayward teenage girls.,[],0
778232111534866432,2016-09-20 13:59:28,7,12,0,0.43,0.046153846153846156,0,Donald Trump now advocating removing almonds and joy from Mounds.,[],0
777855504823488513,2016-09-19 13:02:58,9,9,0,0.43,0.06557377049180328,0,Donald Trump praises Allah for latest news on Chelsea bomber.,[],0
777517311649574913,2016-09-18 14:39:07,12,22,0,0.43,0.01904761904761905,0,Donald Trump promises to prevent future terrorist attacks by instigating them with ignorance and bluster.,[],0
775732885206757376,2016-09-13 16:28:26,5,3,0,0.43,0.04081632653061224,0,Donald Trump complains Federal Reserve fails to get him nice tables at restaurants across country.,[],0
775024808815947776,2016-09-11 17:34:48,9,20,0,0.43,0.046511627906976744,0,Trump claims Hillary actually already dead.,[],0
773878699242446848,2016-09-08 13:40:34,11,23,0,0.43,0.05970149253731343,0,Vladimir Putin pushes back of Donald Trump's head back under table.,[],0
773158645555204096,2016-09-06 13:59:20,5,4,0,0.43,0.08064516129032258,0,Greta Van Susteren leaving Fox News to graze greener pastures.,[],0
772819549657923584,2016-09-05 15:31:53,8,14,0,0.43,0.08045977011494253,0,Donald Trump celebrates Labor Day by hiring and exploiting more Mexicans at Mar-a-Lago.,[],0
772141739717095424,2016-09-03 18:38:31,13,10,0,0.43,0.05714285714285714,0,Lena Dunham overexposes self again.,[],0
770608770774884353,2016-08-30 13:07:02,6,0,0,0.43,0.09859154929577464,1,Rick Perry practicing snappy dance number to 'Oops!... I Did It Again.',[],0
770297924995674114,2016-08-29 16:31:51,8,10,0,0.43,0.05084745762711865,0,Anthony's wiener invited to be on 'Dancing with the Stars.',[],0
769188794453098496,2016-08-26 15:04:34,9,12,0,0.43,0.024390243902439025,0,Donald Trump promises black people 'all-you-can-eat watermelon and fried chicken.',[],0
769167594595188737,2016-08-26 13:40:19,14,22,0,0.43,0.11538461538461539,0,Donald Trump calls Hillary Clinton 'a Donald Trump.',[],0
769159811141361664,2016-08-26 13:09:23,8,2,0,0.43,0.07352941176470588,0,Pastor Mark Burns praises Donald Trump's plans to reinstate slavery.,[],0
768635295646580740,2016-08-25 02:25:09,29,0,0,0.43,0.07746478873239436,0,"RT @WarrenHolstein: Creflo Dollar says God told him to endorse Donald Trump. Satan says ""you're not gonna believe what I got that phony ass…",[],0
768441580277694464,2016-08-24 13:35:24,8,16,0,0.43,0.022988505747126436,0,"Donald Trump attempts to change racist image, welcomes 'all darkies' to come serve him.",[],0
767719964887375872,2016-08-22 13:47:57,21,27,0,0.43,0.03076923076923077,0,Ryan Lochte forced to wait 4 more years to humiliate our country.,[],0
766674049707700225,2016-08-19 16:31:52,6,14,0,0.43,0.057971014492753624,0,Vladimir Putin sends Paul Manafort case of vodka for 'job well done.',[],0
766613407709757440,2016-08-19 12:30:54,24,23,0,0.43,0.0625,0,Trump praises Ryan Lochte for telling the truth.,[],0
766268103525330952,2016-08-18 13:38:47,26,46,0,0.43,0.045871559633027525,0,Donald Trump declares himself Mr. Brexit as aides struggle to tell him he's running for president in America.,[],0
765158184650698753,2016-08-15 12:08:21,20,30,0,0.43,0.07692307692307693,0,Donald Trump hires new campaign managers. https://t.co/dBPzYcz5r0,['https://t.co/dBPzYcz5r0'],0
764983380022878209,2016-08-15 00:33:45,9,14,0,0.43,0.05333333333333334,0,Donald Trump encourages Second Amendment supporters to shoot the first one.,[],0
763752043030904833,2016-08-11 15:00:51,17,13,0,0.43,0.07692307692307693,0,Donald Trump is the founder of the new Aryan Nation.,[],0
763139697036124160,2016-08-09 22:27:36,20,28,0,0.43,0.06422018348623854,0,Donald Trump says 'many people are working on a time machine to help John Wilkes Booth meet Hillary Clinton.',[],0
763033278408450048,2016-08-09 15:24:44,15,32,0,0.43,0.09333333333333334,0,Michael Phelps pissed he missed Women's Volleyball. https://t.co/rbKD3tu6tX,['https://t.co/rbKD3tu6tX'],0
762679375481434112,2016-08-08 15:58:27,27,20,0,0.43,0.02702702702702703,0,Donald Trump wins gold medal for scaring the shit out of the entire world.,[],0
762642497474617344,2016-08-08 13:31:55,10,18,0,0.43,0.015625,0,Delta to add new 'computer efficiency surcharge' to all tickets.,[],0
762340110394359809,2016-08-07 17:30:20,16,25,0,0.43,0.06666666666666667,0,Vladimir Putin praises Donald Trump for 'fantastic rim job.',[],0
761569288012660737,2016-08-05 14:27:22,10,11,0,0.43,0.04918032786885246,0,"Donald Trump overly obsessed with Twitter, unfollows reality.",[],0
761232200306221056,2016-08-04 16:07:54,25,35,0,0.43,0.038461538461538464,0,"Donald Trump shoots self in foot, blames rigged gun.",[],0
760807266996088832,2016-08-03 11:59:22,5,14,0,0.43,0.03225806451612903,0,Trump bans babies from rallies.,[],0
760664847608582144,2016-08-03 02:33:26,15,29,0,0.43,0.05660377358490566,0,Katrina Pierson blames Obama for dinosaur extinction.,[],0
760459552622014464,2016-08-02 12:57:40,14,19,0,0.43,0.14285714285714285,0,KFC diarrhea endorses Donald Trump.,[],0
760095454596038656,2016-08-01 12:50:52,13,17,0,0.43,0.03076923076923077,0,Donald Trump sacrifices humanity to attack dead soldier's family.,[],0
