id,created_at,retweet_count,favorite_count,verified,botScore,Number of caps ratio,Number of Exclamations,Tweet,URLs,Fake or Not
839585255703080968,2017-03-08 21:14:58,51982,275360,1,0.57,0.06944444444444445,0,"On International Women’s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive chang… https://t.co/Er9mIQlmgr",['https://t.co/Er9mIQlmgr'],1
837376982354694144,2017-03-02 19:00:04,6941,0,1,0.57,0.06338028169014084,0,RT @ObamaFoundation: Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://t…,['https://t\xe2\x80\xa6'],1
837322131834875904,2017-03-02 15:22:07,18679,106325,1,0.57,0.05755395683453238,0,Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them:… https://t.co/25Ohhab8Xn,['https://t.co/25Ohhab8Xn'],1
832675462325243906,2017-02-17 19:37:55,26995,118708,1,0.57,0.1276595744680851,0,We asked. You answered. https://t.co/mAJvko6VqR,['https://t.co/mAJvko6VqR'],1
831527113211645959,2017-02-14 15:34:47,259174,1110525,1,0.57,0.08695652173913043,1,"Happy Valentine’s Day, @michelleobama! Almost 28 years with you, but it always feels new. https://t.co/O0UhJWoqGN",['https://t.co/O0UhJWoqGN'],1
823230505546117120,2017-01-22 18:07:02,35741,239588,1,0.57,0.031007751937984496,0,I read letters like these every single day. It was one of the best parts of the job – hearing from you. https://t.co/so1luBcszV,['https://t.co/so1luBcszV'],1
822553543479541761,2017-01-20 21:17:01,49744,0,1,0.57,0.15476190476190477,0,RT @ObamaFoundation: Add your voice: https://t.co/mA9MSHmi7o https://t.co/Uf7oEvkZF3,"['https://t.co/mA9MSHmi7o', 'https://t.co/Uf7oEvkZF3']",1
822550536469803009,2017-01-20 21:05:04,53603,238562,1,0.57,0.07575757575757576,0,"In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here: https://t.co/GYkEOK8EuT",['https://t.co/GYkEOK8EuT'],1
822550300942856193,2017-01-20 21:04:08,432158,1859488,1,0.57,0.03546099290780142,1,"Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we’ll get back to work.",[],1
818966711995088896,2017-01-10 23:44:14,13832,76097,1,0.57,0.09352517985611511,0,"Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: https://t.co/ZnwTsg155B #ObamaFarewell",['https://t.co/ZnwTsg155B'],1
794940142867902465,2016-11-05 16:31:13,3954,0,1,0.57,0.07746478873239436,0,"RT @OFA: ""Thanks to the Affordable Care Act, your coverage is better today than it was before.""

Watch the weekly address: https://t.co/Pfk…",['https://t.co/Pfk\xe2\x80\xa6'],1
794926969829920768,2016-11-05 15:38:53,4616,29160,1,0.57,0.06611570247933884,0,"In the weekly address, President Obama discusses what #Obamacare has done to improve health care. https://t.co/VdQlyrSZhx",['https://t.co/VdQlyrSZhx'],1
794664579834015745,2016-11-04 22:16:14,9483,46325,1,0.57,0.043478260869565216,0,"Let's keep working to keep our economy on a better, stronger course. https://t.co/bV2BVjyj7a",['https://t.co/bV2BVjyj7a'],1
794606453197774849,2016-11-04 18:25:16,6171,25336,1,0.57,0.064,0,The landmark #ParisAgreement enters into force today—we must keep up the momentum to #ActOnClimate. https://t.co/Cyw5Udaoro,['https://t.co/Cyw5Udaoro'],1
794572967258640384,2016-11-04 16:12:12,3984,17605,1,0.57,0.05511811023622047,0,"The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. https://t.co/pJxjgLnjCt #JobsReport",['https://t.co/pJxjgLnjCt'],1
794283659079520256,2016-11-03 21:02:36,1579,9043,1,0.57,0.05343511450381679,0,There are a lot of plans out there. Check your options and lock in the one that's best for you: https://t.co/buFY9ozDz4 #GetCovered,['https://t.co/buFY9ozDz4'],1
794255026570993664,2016-11-03 19:08:49,1944,11348,1,0.57,0.048,0,"The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: https://t.co/7XebIdRX34",['https://t.co/7XebIdRX34'],1
794228145310154752,2016-11-03 17:22:00,72838,0,1,0.57,0.12056737588652482,0,RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before…,[],1
793881038862757888,2016-11-02 18:22:43,2235,11732,1,0.57,0.07874015748031496,0,Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1KoXcPtpU,['https://t.co/e1KoXcPtpU'],1
793833434850349056,2016-11-02 15:13:34,3266,14645,1,0.57,0.041666666666666664,0,"Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open—make sure you and y… https://t.co/89gl6pzMGD",['https://t.co/89gl6pzMGD'],1
793607477057228800,2016-11-02 00:15:41,1777,0,1,0.57,0.03496503496503497,0,RT @lacasablanca: La típica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha salarial.…,[],1
793579933201231880,2016-11-01 22:26:14,2459,0,1,0.57,0.07042253521126761,0,"RT @WhiteHouse: On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https:…",[],1
793547555204280320,2016-11-01 20:17:35,1002,6226,1,0.57,0.11650485436893204,0,Community organizing never goes out of style. Shop now: https://t.co/LXEbQdKLLT https://t.co/E56ofoU36i,"['https://t.co/LXEbQdKLLT', 'https://t.co/E56ofoU36i']",1
793511799643451392,2016-11-01 17:55:30,2335,10409,1,0.57,0.04225352112676056,0,"With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being cappe… https://t.co/jvdFY87XBu",['https://t.co/jvdFY87XBu'],1
793481260370792449,2016-11-01 15:54:09,1113,5550,1,0.57,0.057971014492753624,0,"The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.… https://t.co/Spjlga4eTT",['https://t.co/Spjlga4eTT'],1
793215353656487936,2016-10-31 22:17:32,3412,0,1,0.57,0.08450704225352113,1,RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at https://t.co/dg57hwz5of and share your #GetCovered story. https://t.…,"['https://t.co/dg57hwz5of', 'https://t.\xe2\x80\xa6']",1
793213251077103617,2016-10-31 22:09:10,6914,33398,1,0.57,0.10666666666666667,2,Lions and Tiggers and bears! Oh my! #HappyHalloween https://t.co/iU4fjBhi0Y,['https://t.co/iU4fjBhi0Y'],1
793183793993519104,2016-10-31 20:12:07,1036,5268,1,0.57,0.06766917293233082,0,Usted y su familia merecen la tranquilidad de saber que están cubiertos. El mercado de seguros abre mañana. https://t.co/9iRCkLRGZD,['https://t.co/9iRCkLRGZD'],1
793152790881112064,2016-10-31 18:08:56,1009,5016,1,0.57,0.04597701149425287,0,"Speak up in support of quality, affordable health care for all. https://t.co/rGsSguMxvj",['https://t.co/rGsSguMxvj'],1
793135531471233024,2016-10-31 17:00:21,1796,7468,1,0.57,0.07092198581560284,0,There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less… https://t.co/BUmnRO9B3E,['https://t.co/BUmnRO9B3E'],1
793113673527009280,2016-10-31 15:33:29,1053,4782,1,0.57,0.038461538461538464,0,Open enrollment begins tomorrow—make sure you and your loved ones #GetCovered. https://t.co/2aak7Bt0s3,['https://t.co/2aak7Bt0s3'],1
792853954518327296,2016-10-30 22:21:27,638,0,1,0.57,0.07042253521126761,0,"RT @OFA: Witch plan is best for you? Thanks to Obamacare, even pre-existing conditions can't stop you from comparing your options. #GetCove…",[],1
792045944384749569,2016-10-28 16:50:43,1401,5486,1,0.57,0.08661417322834646,0,Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: https://t.co/t3pYMO8Fp0 #DoYourJob,['https://t.co/t3pYMO8Fp0'],1
792020035430735872,2016-10-28 15:07:46,3743,13054,1,0.57,0.034722222222222224,0,Senate leaders should put the common good above politics—the integrity of our nation's highest court depends on it.… https://t.co/iRVCEl1pzf,['https://t.co/iRVCEl1pzf'],1
791765789795684353,2016-10-27 22:17:29,1290,6135,1,0.57,0.055944055944055944,0,Don't ghost on your health and well-being—your chance to #GetCovered is coming up. Open enrollment starts November… https://t.co/qwNLazuPiz,['https://t.co/qwNLazuPiz'],1
791754307347492864,2016-10-27 21:31:51,4387,10530,1,0.57,0.05194805194805195,0,Climate change is happening now. Denial is dangerous. https://t.co/0Nlf8Fst4u,['https://t.co/0Nlf8Fst4u'],1
791737295254675457,2016-10-27 20:24:15,2054,8456,1,0.57,0.02727272727272727,0,"If you're willing to work hard and play by the rules, you should be able to get ahead. https://t.co/394hdJttgO",['https://t.co/394hdJttgO'],1
791714897348268032,2016-10-27 18:55:15,1868,7620,1,0.57,0.072,0,President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans. https://t.co/qeqHRLz0ID,['https://t.co/qeqHRLz0ID'],1
791687049417928704,2016-10-27 17:04:36,1618,4895,1,0.57,0.057971014492753624,0,New report: Renewable energy installations are beating fossil fuel installations for the first time. https://t.co/MMhIdu4jzt #ActOnClimate,['https://t.co/MMhIdu4jzt'],1
791662543584362496,2016-10-27 15:27:13,1099,4942,1,0.57,0.06716417910447761,0,Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: https://t.co/NfrG7DHL5C,['https://t.co/NfrG7DHL5C'],1
791361893986291712,2016-10-26 19:32:32,2167,7037,1,0.57,0.03007518796992481,0,"This is what happens when we focus on building an economy that works for everyone, not just those at the top. https://t.co/op3Z74rPeI",['https://t.co/op3Z74rPeI'],1
791331973314727936,2016-10-26 17:33:39,1521,7296,1,0.57,0.07042253521126761,0,"No one's too wrapped up in pre-existing conditions to #GetCovered. 
Thanks to Obamacare, you can find a plan that m… https://t.co/C7H9TZdxeU",['https://t.co/C7H9TZdxeU'],1
791315070588379136,2016-10-26 16:26:29,814,3764,1,0.57,0.08,0,Help protect the progress we've made in helping millions of Americans get covered. Add your name now: https://t.co/HQSZKPl1eH,['https://t.co/HQSZKPl1eH'],1
791293617163804673,2016-10-26 15:01:14,1033,3977,1,0.57,0.08888888888888889,0,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb,['https://t.co/9RGG5Pr4mb'],1
791005180145786880,2016-10-25 19:55:05,2297,9535,1,0.57,0.04918032786885246,0,"Women, the sick, survivors—they all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV",['https://t.co/G948HN7pzV'],1
790976567249731584,2016-10-25 18:01:23,879,3333,1,0.57,0.13445378151260504,0,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/wJZj1QCxXm https://t.co/vwwDgFHq6A,"['https://t.co/wJZj1QCxXm', 'https://t.co/vwwDgFHq6A']",1
790952188948340736,2016-10-25 16:24:31,472,0,1,0.57,0.056338028169014086,0,"RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assi…",[],1
790937285789306880,2016-10-25 15:25:18,1004,4976,1,0.57,0.07936507936507936,0,Be proud of the progress we've made together—wear the mark of this movement. https://t.co/fYf2O9WAwG https://t.co/1Z4yJmYh4E,"['https://t.co/fYf2O9WAwG', 'https://t.co/1Z4yJmYh4E']",1
790667378023501825,2016-10-24 21:32:47,1814,6980,1,0.57,0.058823529411764705,0,Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl,['https://t.co/QRRhibjZCl'],1
790646938437685248,2016-10-24 20:11:34,1406,4618,1,0.57,0.05185185185185185,0,The four-week average of jobless claims fell to the lowest level since 1973—a sign of a healthy labor market. https://t.co/Lv7DnRM2DY,['https://t.co/Lv7DnRM2DY'],1
790626992433397760,2016-10-24 18:52:18,778,3413,1,0.57,0.07857142857142857,0,"Since 2010, America's uninsured rate has been cut in half. Help build on that progress—join Team #Obamacare today: https://t.co/MhIICuE17A",['https://t.co/MhIICuE17A'],1
790600480875352064,2016-10-24 17:06:57,1538,0,1,0.57,0.14049586776859505,0,"RT @OFA: It's working.
It's saving lives.
And we're not going back.
Retweet to show your support. https://t.co/YOBeMMSYP8",['https://t.co/YOBeMMSYP8'],1
790573868335308801,2016-10-24 15:21:13,2780,11327,1,0.57,0.044444444444444446,0,"Health care is a right, not a privilege—and #Obamacare works to protect that right for millions of Americans. https://t.co/B7fO8rhggW",['https://t.co/B7fO8rhggW'],1
789568706837901315,2016-10-21 20:47:03,918,3338,1,0.57,0.10084033613445378,0,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/09BpA6F9Ne https://t.co/Nxgp87o4iq,"['https://t.co/09BpA6F9Ne', 'https://t.co/Nxgp87o4iq']",1
789506728316502016,2016-10-21 16:40:47,2546,11951,1,0.57,0.0425531914893617,0,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the… https://t.co/1lSzxCHZVf,['https://t.co/1lSzxCHZVf'],1
789480358345453568,2016-10-21 14:55:59,1697,7643,1,0.57,0.046511627906976744,0,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."" https://t.co/eNd6J8bMxm",['https://t.co/eNd6J8bMxm'],1
